,bank,bank_name,bank_code,atm,atm_detail,address,ward,district,ward_level,district_level,unnamed,formatted_address,latitude,longitude,accuracy,google_place_id,type,postcode,number_of_results,status
2171,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Trang An,ATM,"Toa nha Hoang Thanh, so 114 Mai Hac De, phuong Le Dai Hanh, quan Hai Ba Trung, Ha Noi,Viet Nam",Phuong Le Dai Hanh,Quan Hai Ba Trung,Phuong,Quan ,368,"114 Mai Hắc Đế, Lê Đại Hành, Hai Bà Trưng, Hà Nội, Vietnam",21.011381,105.8506346,ROOFTOP,ChIJM9w0FIurNTERl8-d5qDRabA,"establishment,point_of_interest",0,1,OK
2172,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990122 - ATM PGD Viet Hung,ATM,"Toa nha HUD, 430 Ngo Gia Tu,Phuong Duc Giang,Quan Long Bien, Thanh pho Ha Noi,Viet Nam",Phuong Duc Giang,Quan Long Bien,Phuong,Quan ,412,"430 Ngô Gia Tự, Đức Giang, Long Biên, Hà Nội, Vietnam",21.0710201,105.9035897,ROOFTOP,ChIJ2ZbeFb6pNTERw9X6ULpZVpU,street_address,0,1,OK
2173,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,Toa nha HUYNDAI HILLSTATE ATM,ATM,"Toa nha Huyndai Hillstate, To Hieu, phuong Ha Cau, quan Ha Dong, HN,Viet Nam",Phuong Ha Cau,Quan Ha Dong,Phuong,Quan ,494,"Đ. Tô Hiệu, Hà Cầu, Hà Đông, Hà Nội, Vietnam",20.9636638,105.7760373,ROOFTOP,ChIJu-JNoNZSNDER8UN8ztya2Zs,"establishment,premise",0,1,OK
2174,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC - PGD Vinh Hoang KCN Hoang Mai,ATM,"Toa nha ICT - Lo 02-9a KCN Hoang Mai, Hoang Mai, Ha Noi,Viet Nam",Phuong Hoang Van Thu,Quan Hoang Mai,Phuong,Quan ,369,"Lô 02 9A, Khu CN Hoàng Mai,, Hoàng Văn Thụ, Hoàng Mai, Hà Nội, Vietnam",20.9834752,105.8672758,GEOMETRIC_CENTER,ChIJu7mkiBisNTERdDmaDNPM0XM,"establishment,general_contractor,point_of_interest",0,1,OK
2175,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Ha Thanh,ATM,"Toa nha Intracom, so 33 Cau Dien, phuong Phuc Dien, quan Bac Tu Liem, Ha Noi,Viet Nam",Phuong Phuc Dien,Quan Bac Tu Liem,Phuong,Quan ,370,"33 Đường Cầu Diễn, Phúc Diễn, Bắc Từ Liêm, Hà Nội, Vietnam",21.0421505,105.759011,ROOFTOP,ChIJF_doKsBUNDER1POWfhBmmuw,"establishment,point_of_interest",0,1,OK
2176,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM - B - 00330 Lieu Giai,ATM,"Toa nha Lotte, so 54 Lieu Giai, quan Ba Dinh, Ba Dinh, Ha Noi,Viet Nam",Phuong Cong Vi,Quan Ba Dinh,Phuong,Quan ,469,"54 Liễu Giai, Cống Vị, Ba Đình, Hà Nội 117000, Vietnam",21.0320799,105.8125956,ROOFTOP,ChIJ4cec9WyrNTERjlkoX2WCg-k,"establishment,point_of_interest,shopping_mall",117000,1,OK
2177,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Nguyen Chi Thanh,ATM,"Toa Nha M3-M4 Nguyen Chi Thanh, Dong Da, Ha Noi,Viet Nam",Phuong Lang Ha,Quan Dong Da,Phuong,Quan ,470,"91A Nguyễn Chí Thanh, Trung Hoà, Đống Đa, Hà Nội 10000, Vietnam",21.019888,105.8086586,ROOFTOP,ChIJHRd9-8SrNTERm6W0XFXy2uE,"establishment,point_of_interest",10000,1,OK
2178,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN TP Ha Noi,ATM,"Toa nha Pacific, so 80 Ly Thuong Kiet, Hoan Kiem, HN,Viet Nam",Phuong Tran Hung Dao,Quan Hoan Kiem,Phuong,Quan ,371,"83B Lý Thường Kiệt, Cửa Nam, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.0249117,105.8433693,ROOFTOP,ChIJV1wdIIirNTERpGtv8hsyFg8,"establishment,point_of_interest,real_estate_agency",100000,1,OK
2179,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Thanh An,ATM,"Toa nha Phu My, KCN Phu Nghia, Chuong My, Ha Noi,Viet Nam",Xa Phu Nghia,Huyen Chuong My,Xa,Huyen ,372,"Đường Thanh niên KCN Phú Nghĩa, Phú Nghĩa, Chương Mỹ, Hà Nội, Vietnam",20.9293465,105.6713389,GEOMETRIC_CENTER,ChIJbVDnzx1ONDERyoy7pSL1djw,"establishment,point_of_interest",0,1,OK
2180,Sea Bank,Ngan hang TMCP Dong Nam A,32,ATM PVI Tower,ATM,"toa nha PVI, Tran Thai Tong, Cau Giay, HN,Viet Nam",Phuong Dich Vong Hau,Quan Cau Giay,Phuong,Quan ,471,"PVI Tower, P. Phạm Văn Bạch, Yên Hoà, Cầu Giấy, Hà Nội, Vietnam",21.0241107,105.7889918,ROOFTOP,ChIJf_sG1HmrNTER9AwzkBOzlYU,"establishment,point_of_interest",0,1,OK
2181,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,VPBank Van Quan ATM,ATM,"Toa nha Rainbow, Duong 19/05, Van Quan, Ha Dong, Ha Noi,Viet Nam",Phuong Van Quan,Quan Ha Dong,Phuong,Quan ,495,"Đường 19/5, P. Phúc La, Hà Đông, Hà Nội, Vietnam",20.9746142,105.787745,GEOMETRIC_CENTER,ChIJCeWn2NOsNTERXH_0V9suEyw,"establishment,point_of_interest",0,1,OK
2182,Maritime Bank,Ngan hang TMCP Hang Hai,20,ATM Van Mo,ATM,"Toa nha Rainbow, lo dat B-CQ1, Khu do thi Van Quan, Phuong Van Mo, Quan Ha Dong, Ha Noi, 24/7,Viet Nam",Phuong Van Quan,Quan Ha Dong,Phuong,Quan ,402,"Đường 19/5, P. Phúc La, Hà Đông, Hà Nội, Vietnam",20.9746142,105.787745,GEOMETRIC_CENTER,ChIJCeWn2NOsNTERXH_0V9suEyw,"establishment,point_of_interest",0,1,OK
2183,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC - Tru So VCB Ba Dinh,ATM,"Toa nha RESCO - 521 Kim Ma, P Ngoc Khanh, Q Ba Dinh,Viet Nam",Phuong Ngoc Khanh,Quan Ba Dinh,Phuong,Quan ,373,"521 Kim Mã, Ngọc Khánh, Ba Đình, Hà Nội, Vietnam",21.0293916,105.8114705,ROOFTOP,ChIJKU089WurNTER65qWpjNx-3o,"establishment,point_of_interest",0,1,OK
2184,Techcombank,Ngan hang TMCP Ky Thuong,36,Techcombank Hoang Mai,ATM,"Toa nha Resco, B15 Khu do thi moi Dai Kim, Dai Kim, Hoang Mai, Ha Noi,Viet Nam",Phuong Dai Kim,Quan Hoang Mai,Phuong,Quan ,472,"Unnamed Road, Kim Văn, Hoàng Mai, Hà Nội, Vietnam",20.9770874,105.8154156,GEOMETRIC_CENTER,ChIJ0ZTDFpqtNTERgSAhPR42Xm0,"establishment,point_of_interest",0,1,OK
2185,Eximbank,Ngan hang TMCP Xuat Nhap Khau,13,PGD Nguyen Phong Sac:,ATM,"Toa nha SanNam, P.Dich Vong, Q.Cau Giay, Tp.Ha Noi,Viet Nam",Phuong Dich Vong,Quan Cau Giay,Phuong,Quan ,415,"78 Phố Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Vietnam",21.0313492,105.7830668,ROOFTOP,ChIJMbVsWEurNTERnvHCM4clxa8,"establishment,point_of_interest",0,1,OK
2186,TPBank,Ngan hang TMCP Tien Phong,37,ATM Thanh Do,ATM,"Toa nha so 7 Tran Phu, phuong Van Quan, quan Ha Dong, Ha Noi,Viet Nam",Phuong Van Quan,Quan Ha Dong,Phuong,Quan ,473,"Trần Phú, P. Văn Quán, Hà Đông, Hà Nội, Vietnam",20.9763504,105.7834302,GEOMETRIC_CENTER,ChIJdz4_39KsNTERse1nbsu45bQ,"establishment,point_of_interest",0,1,OK
2187,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"Toa Nha Son Ha, KCN Bac Tu Liem, Ha Noi,Viet Nam",Phuong Minh Khai,Quan Bac Tu Liem,Phuong,Quan ,280,"Lô CN2, Cụm Công nghiệp vừa và nhỏ Từ Liêm, Xuân Phương, Bắc Từ Liêm, Hà Nội, Vietnam",21.041111,105.7401886,ROOFTOP,ChIJMwnUyPZUNDERt8Tl7i_ny70,"establishment,point_of_interest",0,1,OK
2188,ANZ,Ngan hang TNHH MTV ANZ Viet Nam,4,ATM076 ,ATM,"Toa nha Sun City - 13 Hai Ba Trung Hoan Kiem Ha Noi,Viet Nam",Phuong Trang Tien,Quan Hoan Kiem,Phuong,Quan ,461,"13 Hai Bà Trưng, Hàng Bài, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.0232351,105.8552341,ROOFTOP,ChIJYaXliOyrNTERTYip_I_AaYw,"establishment,lodging,point_of_interest",100000,1,OK
2189,HSBC,Ngan hang TNHH MTV HSBC Viet Nam,17,ATM A211 ,ATM,"Toa nha Sun Red River, 23 Phan Chu Trinh, Quan Hoan Kiem,Viet Nam",Phuong Phan Chu Trinh,Quan Hoan Kiem,Phuong,Quan ,416,"23 Phan Chu Trinh, Hoàn Kiếm, Hà Nội, Vietnam",21.0209255,105.8562544,ROOFTOP,ChIJKankte2rNTERb0IsTs8Ay28,"establishment,point_of_interest",0,1,OK
2190,Maritime Bank,Ngan hang TMCP Hang Hai,20,ATM 21 Han Thuyen,ATM,"Toa nha Sunrise, 21 Han Thuyen, Quan Hai Ba Trung, Ha Noi, 24/7,Viet Nam",Phuong Pham Dinh Ho,Quan Hai Ba Trung,Phuong,Quan ,403,"21 P.Hàn Thuyên, Phạm Đình Hổ, Hai Bà Trưng, Hà Nội 100000, Vietnam",21.0185438,105.856499,ROOFTOP,ChIJe36Lie2rNTER_j8V_VQMWSc,"establishment,lodging,point_of_interest",100000,1,OK
2191,HSBC,Ngan hang TNHH MTV HSBC Viet Nam,17,ATM A204,ATM,"Toa nha Syrena, 51 Xuan Dieu, Quan Tay Ho,Viet Nam",Phuong Quang An,Quan Tay Ho,Phuong,Quan ,417,"Tầng 3, toà nhà Syrena, 51 Xuân Diệu, Quảng An, Tây Hồ, Hà Nội, Vietnam",21.0641445,105.8280641,ROOFTOP,ChIJwRr1kfiqNTERg51pc1u3HJo,"establishment,point_of_interest,shopping_mall",0,1,OK
2192,MB,Ngan hang TMCP Quan Doi,21,ATM Cty Mang luoi Viettel,ATM,"Toa Nha Thai Binh, ngo 19 Duy Tan, quan Cau Giay, Ha Noi,Viet Nam",Phuong Dich Vong Hau,Quan Cau Giay,Phuong,Quan ,404,"Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Vietnam",21.0301554,105.7818255,GEOMETRIC_CENTER,ChIJW3-8S7NUNDERQdBsguiB5zA,"establishment,point_of_interest",0,1,OK
2193,MB,Ngan hang TMCP Quan Doi,21,ATM Toa nha The Pride,ATM,"Toa nha The Pride, duong To Huu, phuong La Khe, quan Ha Dong, Tp.Ha Noi,Viet Nam",Phuong La Khe,Quan Ha Dong,Phuong,Quan ,405,"Phố Tố Hữu, La Khê, Hà Đông, Hà Nội, Vietnam",20.9723024,105.7577299,ROOFTOP,ChIJSdNHfB9TNDER9oIaQPGDtv0,"establishment,point_of_interest",0,1,OK
2194,Sea Bank,Ngan hang TMCP Dong Nam A,32,ATM SeABank Vinh Hoang,ATM,"Toa nha Tien Phu, Lo 8-3A Khu do thi Vinh Hoang, Hoang Mai, Ha Noi,Viet Nam",Phuong Linh Nam,Quan Hoang Mai,Phuong,Quan ,474,"Tầng 1, Tòa Nhà Tiến Phú, Lô 8-3 A, Khu Đô Thị Vĩnh Hoàng, Quận Hoàng Mai, Tp Hà Nội, Hoàng Văn Thụ, Hoàng Mai, Hà Nội, Vietnam",20.9835956,105.866458,GEOMETRIC_CENTER,ChIJsfMQQCWsNTER8CRc7qBC7oY,"bank,establishment,finance,point_of_interest",0,2,OK
2195,GP bank,Ngan hang TNHH MTV Dau khi toan cau,14,ATM GPBank Ba Dinh,ATM,"Toa nha Torseco 273 Kim Ma, Q.Ba Dinh, Ha Noi,Viet Nam",Phuong Giang Vo,Quan Ba Dinh,Phuong,Quan ,418,"273 Kim Mã, Giảng Võ, Ba Đình, Hà Nội, Vietnam",21.0307264,105.8201596,ROOFTOP,ChIJyYvD_nKrNTERBQ9u9G9hz_I,"establishment,point_of_interest",0,1,OK
2196,TPBank,Ngan hang TMCP Tien Phong,37,ATM Hoi so,ATM,"Toa nha TPBank - 57 Ly Thuong Kiet - Hoan Kiem - Ha Noi,Viet Nam",Phuong Tran Hung Dao,Quan Hoan Kiem,Phuong,Quan ,475,"57 Lý Thường Kiệt, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.0237307,105.8482855,ROOFTOP,ChIJmUqMkpOrNTER5_oqEHUEywQ,"atm,bank,establishment,finance,point_of_interest",100000,1,OK
2197,SH Bank,Ngan hang TMCP Sai Gon – Ha Noi,33,ATM 11020015,ATM,"Toa nha Trung Tam Ha Tang Mang Mien Bac- So 28 ngo Simco, quan Cau Giay, Thanh pho Ha Noi,Viet Nam",Phuong My Dinh 1,Quan Nam Tu Liem,Phuong,Quan ,476,"5 Ngõ Simco, Đình Thôn, Từ Liêm, Hà Nội, Vietnam",21.0195604,105.7790156,ROOFTOP,ChIJe3Y4gqtUNDER85x6aCKld6E,"establishment,point_of_interest",0,1,OK
2198,Maritime Bank,Ngan hang TMCP Hang Hai,20,ATM 18 Tam Trinh,ATM,"Toa nha van phong thuong mai VTC Online, 18 Tam Trinh, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, 24/7,Viet Nam",Phuong Minh Khai,Quan Hai Ba Trung,Phuong,Quan ,408,"VTC Online Building, 18 Đường Tam Trinh, Mai Động, Hai Bà Trưng, Hà Nội 90001, Vietnam",20.9950664,105.8617634,ROOFTOP,ChIJLb1m0Q-sNTERR3Le135HxUg,premise,90001,1,OK
2199,Pvcom Bank,Ngan hang TMCP Dai Chung Viet Nam,28,ATM Dong Da,ATM,"Toa nha Vien Dau khi - 173 Trung Kinh, Yen Hoa, quan Cau Giay, Tp. Ha Noi.,Viet Nam",Phuong Yen Hoa,Quan Cau Giay,Phuong,Quan ,409,"167 P. Trung Kính, Yên Hoà, Cầu Giấy, Hà Nội, Vietnam",21.0151409,105.793481,ROOFTOP,ChIJearghVerNTERYpEnTW5-A7U,"establishment,point_of_interest",0,1,OK
2200,Maritime Bank,Ngan hang TMCP Hang Hai,20,ATM Viet A Tower,ATM,"Toa nha Viet A, Pho Duy Tan, Phuong Dich Vong Hau, Quan Cau Giay, Ha Noi, 24/7,Viet Nam",Phuong Dich Vong Hau,Quan Cau Giay,Phuong,Quan ,410,"9 Phố Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hà Nội 123186, Vietnam",21.0304247,105.7847792,ROOFTOP,ChIJd7U5iaKrNTER7pRAMjYtHcM,"establishment,point_of_interest,real_estate_agency",123186,1,OK
2201,MB,Ngan hang TMCP Quan Doi,21,ATM Toa nha Viettel,ATM,"Toa nha Viettel, Km 29 DL Thang Long, KCN Cao Lang Hoa Lac, Huyen Thach That, Ha Noi,Viet Nam",Xa Tan Xa,Huyen Thach That,Xa,Huyen ,411,"Km 29 Đại lộ Thăng Long VN, 29km ĐCT08, Thạch Hoà, Thạch Thất, Hà Nội, Vietnam",21.007833,105.5310822,ROOFTOP,ChIJyb9157BbNDERj48zNSiAB2w,"establishment,point_of_interest,premise,real_estate_agency",0,1,OK
2202,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990066 - ATM Toa nha Vinaconex - Khuat Duy Tien Thanh Xuan,ATM,"Toa nha Vinaconex - Khuat Duy Tien Thanh Xuan,Viet Nam",Phuong Thanh Xuan Bac,Quan Thanh Xuan,Phuong,Quan ,424,"D9 Khuất Duy Tiến, Thanh Xuân Bắc, Thanh Xuân, Hà Nội, Vietnam",20.9956273,105.7993875,ROOFTOP,ChIJsY7097usNTERqqkBvPo98oE,"establishment,general_contractor,point_of_interest",0,1,OK
2203,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Vinaconex 9,ATM,"Toa nha Vinaconex 9 - Pham Hung, Tu Liem, Ha Noi,Viet Nam",Phuong Me Tri,Quan Nam Tu Liem,Phuong,Quan ,477,"Vinaconex 9 Tower, Mễ Trì, Từ Liêm, Hà Nội, Vietnam",21.0155452,105.782847,ROOFTOP,ChIJ3a_hOVWrNTER5hh_03VWaxc,premise,0,1,OK
2204,Maritime Bank,Ngan hang TMCP Hang Hai,20,ATM Vinaconex 9 ,ATM,"Toa nha Vinaconex 9, Lo HH2-2 Khu do thi Me Tri Ha, duong Pham Hung, Huyen Tu Liem, Ha Noi, 24/7,Viet Nam",Phuong Me Tri,Quan Nam Tu Liem,Phuong,Quan ,412,"Tầng 4 và 5, lô,khu đô thị Mễ Trì Hạ, phường Mễ Trì quận, HH2-2 Phạm Hùng, Mễ Trì, Nam Từ Liêm, Hà Nội, Vietnam",21.0155609,105.7828557,ROOFTOP,ChIJjb7FO1OrNTER_DD71-MKUKI,"establishment,general_contractor,point_of_interest,real_estate_agency",0,1,OK
2205,SH Bank,Ngan hang TMCP Sai Gon – Ha Noi,33,ATM 11020013,ATM,"Toa nha VNPT, So 57 Huynh Thuc Khang, Quan Dong Da, Ha Noi,Viet Nam",Phuong Lang Ha,Quan Dong Da,Phuong,Quan ,478,"số 57 Huỳnh Thúc Kháng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",21.019099,105.809393,ROOFTOP,ChIJI8sC72arNTERUrN_Dbsqwj8,"establishment,point_of_interest",0,1,OK
2206,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,121002 - ATM Toa nha VTC,ATM,"Toa nha VTC, so 23 Lac Trung,Phuong Vinh Tuy,Quan Hai Ba Trung, Thanh pho Ha Noi,Viet Nam",Phuong Vinh Tuy,Quan Hai Ba Trung,Phuong,Quan ,425,"so 23, Toà nhà VTC, 23 Lạc Trung, Vĩnh Tuy, Hai Bà Trưng, Hà Nội, Vietnam",21.0028156,105.8640615,ROOFTOP,EkhzbyAyMywgVG_DoCBuaMOgIFZUQywgMjMgTOG6oWMgVHJ1bmcsIEhhaSBCw6AgVHLGsG5nLCBIw6AgTuG7mWksIFZpZXRuYW0iIRofChYKFAoSCctQlJwIrDUxER6Wnk8E86z3EgVzbyAyMw,subpremise,0,1,OK
2207,Maritime Bank,Ngan hang TMCP Hang Hai,20,ATM 173 Xuan Thuy,ATM,"Toa nha Xuan Thuy, 173 Xuan Thuy, Phuong Dich Vong, Quan Cau Giay, Ha Noi, 24/7,Viet Nam",Phuong Dich Vong,Quan Cau Giay,Phuong,Quan ,413,"6, HITC Building, 239 Xuân Thủy, Dịch Vọng Hậu, Cầu Giấy, Cầu Giấy Hà Nội, Vietnam",21.0360605,105.7833056,ROOFTOP,ChIJRSdD6garNTER9y76PXKRUFs,"establishment,point_of_interest,real_estate_agency",0,2,OK
2208,Maritime Bank,Ngan hang TMCP Hang Hai,20,ATM 765A Nguyen Van Linh,ATM,"Tong cong ty May 10, 765A Duong Nguyen Van Linh, Phuong Sai Dong, Quan Long Bien, Ha Noi, 24/7,Viet Nam",Phuong Sai Dong,Quan Long Bien,Phuong,Quan ,414,"765A Nguyễn Văn Linh, TT. Sài Đồng, Long Biên, Hà Nội, Vietnam",21.0289413,105.919529,ROOFTOP,ChIJdW0vvR6pNTERK7y8Htw2cgo,"establishment,point_of_interest",0,1,OK
2209,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Ba Dinh,ATM,"Tong Cong ty Thep, 91 Lang Ha,Viet Nam",Phuong Lang Ha,Quan Dong Da,Phuong,Quan ,374,"91 Láng Hạ, Đống Đa, Hà Nội, Vietnam",21.0158017,105.8148385,ROOFTOP,ChIJX23ccGOrNTERS2Y4npcrGTM,"establishment,point_of_interest",0,1,OK
2210,Maritime Bank,Ngan hang TMCP Hang Hai,20,ATM 32 Nguyen Cong Tru,ATM,"Tong cong ty van tai Ha Noi, so 32 Nguyen Cong Tru, Quan Hai Ba Trung, Ha Noi|24/7||,Viet Nam",Phuong Ngo Thi Nham,Quan Hai Ba Trung,Phuong,Quan ,415,"Tổng Công Ty Vận Tải Hà Nội, 5 Lê Thánh Tông, Phan Chu Trinh, Hoàn Kiếm, Hà Nội, Vietnam",21.0192881,105.8588919,ROOFTOP,ChIJq6qaDu6rNTER3-iX6m-dkSM,"establishment,point_of_interest,transit_station",0,2,OK
2211,Techcombank,Ngan hang TMCP Ky Thuong,36,Tong Cty Cang hang khong Mien Bac,ATM,"Tong Cty Cang hang khong Mien Bac, Soc Son, Ha Noi,Viet Nam",Xa Phu Minh,Huyen Soc Son,Xa,Huyen ,479,"Noi Bai International Airport (HAN), Phú Minh, Sóc Sơn, Hà Nội, Vietnam",21.2187149,105.8041709,GEOMETRIC_CENTER,ChIJU8SvORUCNTERtCYCUqP64OY,"airport,establishment,point_of_interest",0,1,OK
2212,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990073 - ATM Tong cuc Hai quan,ATM,"Tong cuc Hai quan - Lo E3 - Khu Do thi moi Yen Hoa,Viet Nam",Phuong Yen Hoa,Quan Cau Giay,Phuong,Quan ,426,"9 D. Đình Nghệ, Yên Hoà, Cầu Giấy, Hà Nội, Vietnam",21.0212488,105.7885134,ROOFTOP,ChIJG_AdkVGrNTERbqH3VMFdQ5c,"establishment,local_government_office,point_of_interest",0,1,OK
2213,Maritime Bank,Ngan hang TMCP Hang Hai,20,ATM Trade Hotel,ATM,"Trade Hotel, So 25 Pho Ngoc Khanh, Quan Ba Dinh, Ha Noi, 24/7,Viet Nam",Phuong Ngoc Khanh,Quan Ba Dinh,Phuong,Quan ,416,"Số 25 Phố Ngọc Khánh, Giảng Võ, Ba Đình, Hà Nội, Vietnam",21.0271566,105.8181999,ROOFTOP,ChIJeyrx73GrNTERuGwckQtfPzQ,"establishment,lodging,point_of_interest",0,1,OK
2214,DongA Bank,Ngan hang TMCP Dong A,12,Hoc vien Buu Chinh Vien Thong,ATM,"Tran Phu, Phuong Mo Lao, Quan Ha Dong, Thanh pho Ha Noi, Viet Nam,Viet Nam",Phuong Mo Lao,Quan Ha Dong,Phuong,Quan ,427,"Trần Phú, Mộ Lao, Hà Đông, Hà Nội, Vietnam",20.9804522,105.7880051,GEOMETRIC_CENTER,EjVUcuG6p24gUGjDuiwgTeG7mSBMYW8sIEjDoCDEkMO0bmcsIEjDoCBO4buZaSwgVmlldG5hbSIuKiwKFAoSCVtRT-bNrDUxEWR9cRI-FjWGEhQKEgnnOm-rzaw1MRFSDEvShf3dYA,route,0,1,OK
2215,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN TP Ha Noi,ATM,"Tru so CA TP HN - 85-87 Tran Hung Dao, HK, HN,Viet Nam",Phuong Tran Hung Dao,Quan Hoan Kiem,Phuong,Quan ,375,"87 Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.022697,105.846319,ROOFTOP,ChIJrROofpGrNTERGY_CqK8b_Qw,"establishment,point_of_interest,police",0,1,OK
2216,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Chuong Duong,ATM,"Tru so chi nhanh,Viet Nam",Phuong Ngoc Lam,Quan Long Bien,Phuong,Quan ,376,"1700 California St #580, San Francisco, CA 94109, USA",37.7905449,-122.4230291,ROOFTOP,ChIJ9brBsOqAhYARF5tpMy1snzY,"embassy,establishment,local_government_office,point_of_interest",94109,1,OK
2217,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Dong Ha Noi,ATM,"Tru so chi nhanh - 284 Ha Huy Tap, Yen Vien,Viet Nam",Thi tran Yen Vien,Huyen Gia Lam,Thi tran,Huyen ,377,"Số 284 Hà Huy Tập, Yên Viên, Gia Lâm, Hà Nội, Vietnam",21.0839673,105.9162061,ROOFTOP,ChIJGxNTktGpNTERmieuHQNNIiQ,"bank,establishment,finance,point_of_interest",0,2,OK
2218,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990163 - ATM Tru so Chi nhanh,ATM,"Tru so Chi nhanh -So 137A Nguyen Van Cu,Viet Nam",Phuong Ngoc Lam,Quan Long Bien,Phuong,Quan ,428,"137 Đ. Nguyễn Văn Cừ, Ngọc Lâm, Long Biên, Hà Nội, Vietnam",21.0428446,105.8706171,ROOFTOP,ChIJa9oAMNerNTERvpk__v3p0NQ,"bank,establishment,finance,point_of_interest",0,1,OK
2219,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Thanh An,ATM,"Tru so chi nhanh, 269 Quang Trung, Ha Dong, Ha Noi,Viet Nam",Phuong Quang Trung,Quan Ha Dong,Phuong,Quan ,378,"269 Đường Quang Trung, P. Quang Trung, Hà Đông, Hà Nội, Vietnam",20.9665416,105.7708126,ROOFTOP,ChIJt3Iq9dtSNDER_BEGsKrfoUA,"bank,establishment,finance,point_of_interest",0,1,OK
2220,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Dong Ha Noi,ATM,"Tru so Chi nhanh, 284 Ha Huy Tap, Thi tran Yen Vien, Gia Lam, Ha Noi,Viet Nam",Thi tran Yen Vien,Huyen Gia Lam,Thi tran,Huyen ,379,"Số 284 Hà Huy Tập, Yên Viên, Gia Lâm, Hà Nội, Vietnam",21.0839673,105.9162061,ROOFTOP,ChIJGxNTktGpNTERmieuHQNNIiQ,"bank,establishment,finance,point_of_interest",0,1,OK
2221,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Chuong Duong,ATM,"Tru so Chi nhanh, So 32, ngo 298 Ngoc Lam, quan Long Bien, TP. Ha Noi,Viet Nam",Phuong Ngoc Lam,Quan Long Bien,Phuong,Quan ,380,"32/298 Ngọc Lâm, Long Biên, Hà Nội, Vietnam",21.0459879,105.8733413,ROOFTOP,ChIJeVdV19WrNTERiQXePlMewUY,"bank,establishment,finance,point_of_interest",0,1,OK
2222,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Hoan Kiem,ATM,"Tru so Chi nhanh, so 37 Hang Bo, Ha Noi,Viet Nam",Phuong Hang Bo,Quan Hoan Kiem,Phuong,Quan ,381,"35-37 Hàng Bồ, Hàng Gai, Hoàn Kiếm, Hà Nội, Vietnam",21.0338618,105.8495876,ROOFTOP,ChIJw0PLJrmrNTERl1TTq8AhGHw,"bank,establishment,finance,point_of_interest",0,1,OK
2223,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Lang Hoa Lac,ATM,"Tru so chi nhanh, To 3 Khu Tan Binh, Thi tran Xuan Mai, huyen Chuong My, TP. Ha Noi,Viet Nam",Thi tran Xuan Mai,Huyen Chuong My,Thi tran,Huyen ,382,"Số 17 Tổ 7 Tân Bình - TT Xuân Mai, tt. Xuân Mai, Chương Mỹ, Hà Nội, Vietnam",20.896444,105.574397,GEOMETRIC_CENTER,ChIJUeaGr3VFNDERVV9mcKvGMTA,"establishment,point_of_interest,transit_station",0,1,OK
